zip_code,offense_nibrs,incident_number,offense_description,incident_reported,zone,latitude,longitude,incident_occurred,primary_key,geometry,index_right,precinct
37207,40A,20180757616,PROSTITUTION,2018-09-04T18:00:00,621,36.202,-86.777,2018-09-04T14:00:00,20180757616_11,POINT (-86.777 36.202),5,NORTH
37218,40A,20180852407,PROSTITUTION,2018-10-08T19:00:00,623,36.206,-86.812,2018-10-08T18:00:00,20180852407_11,POINT (-86.812 36.206),5,NORTH
37207,40A,20180697173,PROSTITUTION,2018-08-14T16:00:00,621,36.207,-86.778,2018-08-14T16:00:00,20180697173_11,POINT (-86.77800000000001 36.207),5,NORTH
37207,40A,20180700109,PROSTITUTION,2018-08-15T13:15:00,621,36.204,-86.777,2018-08-15T13:15:00,20180700109_11,POINT (-86.777 36.204),5,NORTH
37208,40A,20180895590,PROSTITUTION,2018-10-24T12:45:00,613,36.173,-86.81,2018-10-24T12:30:00,20180895590_11,POINT (-86.81 36.173),5,NORTH
37208,40A,20190062511,PROSTITUTION,2019-02-14T08:45:00,613,36.179,-86.802,2018-01-24T11:40:00,20190062511_11,POINT (-86.80200000000001 36.179),5,NORTH
37207,40A,20180510976,PROSTITUTION,2018-06-12T19:30:00,621,36.204,-86.777,2018-06-12T16:50:00,20180510976_31,POINT (-86.777 36.204),5,NORTH
37207,40A,20180660156,PROSTITUTION,2018-08-01T14:36:00,621,36.207,-86.778,2018-08-01T14:36:00,20180660156_11,POINT (-86.77800000000001 36.207),5,NORTH
37207,40A,20180805834,PROSTITUTION,2018-09-21T07:00:00,621,36.206,-86.778,2018-09-21T06:07:00,20180805834_11,POINT (-86.77800000000001 36.206),5,NORTH
37208,40A,20180969737,PROSTITUTION,2018-11-19T15:03:00,613,36.179,-86.802,2018-11-19T14:45:00,20180969737_11,POINT (-86.80200000000001 36.179),5,NORTH
37207,40A,20180774828,PROSTITUTION,2018-09-10T16:17:00,621,36.192,-86.782,2018-09-10T15:30:00,20180774828_11,POINT (-86.782 36.192),5,NORTH
37207,40A,20180147581,PROSTITUTION,2018-02-14T13:00:00,621,36.206,-86.778,2018-02-14T13:00:00,20180147581_21,POINT (-86.77800000000001 36.206),5,NORTH
37207,40A,20180757621,PROSTITUTION,2018-09-04T14:30:00,621,36.21,-86.779,2018-09-04T14:30:00,20180757621_11,POINT (-86.779 36.21),5,NORTH
37207,40A,20181030391,PROSTITUTION,2018-12-12T20:07:00,621,36.207,-86.784,2018-12-12T17:57:00,20181030391_11,POINT (-86.78400000000001 36.207),5,NORTH
37207,40A,20181065689,PROSTITUTION,2018-12-27T13:10:00,621,36.208,-86.778,2018-12-27T13:00:00,20181065689_11,POINT (-86.77800000000001 36.208),5,NORTH
37207,40A,20180140947,PROSTITUTION,2018-02-12T19:45:00,621,36.207,-86.778,2018-02-12T17:30:00,20180140947_11,POINT (-86.77800000000001 36.207),5,NORTH
37208,40A,20180794122,PROSTITUTION,2018-09-17T15:00:00,613,36.173,-86.808,2018-09-17T14:45:00,20180794122_11,POINT (-86.80800000000001 36.173),5,NORTH
37207,40A,20180252949,PROSTITUTION,2018-03-19T17:03:00,621,36.208,-86.778,2018-03-19T15:30:00,20180252949_11,POINT (-86.77800000000001 36.208),5,NORTH
37208,40A,20180958462,"PROSTITUTION, COMMITTING",2018-11-18T10:57:00,613,36.173,-86.808,2018-11-18T10:57:00,20180958462_11,POINT (-86.80800000000001 36.173),5,NORTH
37207,40A,20180797815,PROSTITUTION,2018-09-18T19:00:00,621,36.207,-86.778,2018-09-18T18:50:00,20180797815_11,POINT (-86.77800000000001 36.207),5,NORTH
37208,40A,20181023807,PROSTITUTION,2018-12-10T12:15:00,615,36.17,-86.803,2018-12-10T12:15:00,20181023807_11,POINT (-86.803 36.17),5,NORTH
37207,40A,20180534641,PROSTITUTION,2018-06-20T16:00:00,623,36.21,-86.812,2018-06-20T16:00:00,20180534641_11,POINT (-86.812 36.21),5,NORTH
37207,40A,20180780995,PROSTITUTION,2019-08-07T12:00:00,621,36.209,-86.778,2018-09-12T16:30:00,20180780995_11,POINT (-86.77800000000001 36.209),5,NORTH
37208,40A,20180761249,PROSTITUTION,2018-09-05T17:15:00,613,36.179,-86.802,2018-09-05T17:15:00,20180761249_11,POINT (-86.80200000000001 36.179),5,NORTH
37115,40A,20180372686,PROSTITUTION,2018-04-26T15:00:00,711,36.26,-86.716,2018-04-26T15:00:00,20180372686_21,POINT (-86.71599999999999 36.26),3,MADISON
37115,40A,20181047856,PROSTITUTION,2018-12-19T17:00:00,711,36.244,-86.718,2018-12-19T17:00:00,20181047856_11,POINT (-86.718 36.244),3,MADISON
37115,40A,20180302669,PROSTITUTION,2018-04-04T13:40:00,711,36.251,-86.717,2018-04-04T13:30:00,20180302669_11,POINT (-86.717 36.251),3,MADISON
37115,40A,20180784032,PROSTITUTION,2018-09-13T18:00:00,723,36.269,-86.711,2018-09-13T15:50:00,20180784032_11,POINT (-86.711 36.269),3,MADISON
37115,40A,20180186310,PROSTITUTION,2018-02-26T18:00:00,727,36.293,-86.695,2018-02-26T17:45:00,20180186310_11,POINT (-86.69499999999999 36.293),3,MADISON
